Review,Preprocessing,label
"Ini lash serum pertamaku jaman kuliah, sampe lulus, waktu awal2 dipake sih oke bikin kuat bulumata tapi B aja sih sampe pas trakhir beli kayak ganti formula gtu, dan bikin mataku periihhh berair dan blurry parah sih, akhirnya aku stop pemakaian serum ini, harganya price ... Read more",lash serum pertama jaman kuliah sampe lulus dipake sih oke bikin kuat bulumata b aja sih sampe pas trakhir beli kayak ganti formula gtu bikin mata periihhh air blurry parah sih stop pakai serum harga price read more,positif
"Harganya lumayan mahal tapi nggak memberikan efek apa2 di eyebrow aku. Rugi deh beli ini. Repurchase? No, mending nyari brand lain yang lebih affordable tapi ada hasilnya.......................................",harga lumayan mahal nggak efek eyebrow rugi deh beli repurchase no mending nyari brand affordable hasil,positif
"inituh dabest sih menurutku, bisa ngatasin kulit yg lagi bruntusan nah klo aku lg bruntusan malam nya aku jadikan slepping mask besoknya udh gk bruntusan lagi, ini produk juga awet menurut ku, tekstur nya ringan gk lengket dan jg bisa nenangain kulit yang lagi breakout ... Read more",inituh dabest sih turut ngatasin kulit yg bruntusan klo lg bruntusan malam nya jadi slepping mask besok udh gk bruntusan produk awet ku tekstur nya ringan gk lengket jg nenangain kulit breakout read more,positif
"Sebelumnya ga pernah tertarik buat beli aloe vera gel, soale udah underestimate duluan *mikirnya paling juga gitu doang, ga bakal berefek apa apa. Terus akhir² ini karena pengen ganti moisturizer iseng² nyari pelembab model gel gitu, ketemu lah produk ini, sempet maju m ... Read more",ga tarik beli aloe vera gel soale udah underestimate duluan mikirnya gitu doang ga efek akhir ken ganti moisturizer iseng nyari pelembab model gel gitu ketemu produk sempet maju m read more,positif
"Aku lagi review merk viva yang dulu aku pakai saat baru kenal skincare, make up. Viva ini sering dipakai ibu ibu dan kakak kakak tingkat di fb nah penasaran lalu coba deh! Sebenarnya produk ini cocoknya dipakai di siku, atau area kering kulitku, kalau diwajah ku dia ga ... Read more",review merk viva pakai kenal skincare make up viva pakai kakak kakak tingkat fb penasaran coba deh produk cocok pakai siku area kering kulit wajah ku ga read more,positif
ak beli ini krna pas itu lg diskon gede. teksturnya lengket ya kayak aloe vera pd umumnya. ngelembabin muka bnget. gak nimbulin bruntusan klu d aku. tapi ak gak suka sm baunya. gak ad wangi wangi aloe vera sedikitpun :(,ak beli krna pas lg diskon gede tekstur lengket ya kayak aloe vera pd ngelembabin muka bnget gak nimbulin bruntusan klu d ak gak suka sm bau gak ad wangi wangi aloe vera sedikit,positif
Pakai ini karena ada saudaraku yang jualan. Setelah aku coba pertama kali kok ada sensasi panasnya yaaaaa. aku coba terusin aja. tapi tetep aja pas pake ada sensasi panas dan ga nyaman banget. lalu aku stop deh pakai iniiiiiiiiiiiiiiiiiii,pakai saudara jual coba kali sensasi panas yaaaaa coba terusin aja tetep aja pas pake sensasi panas ga nyaman banget stop deh pakai iniiiiiiiiiiiiiiiiiii,positif
"sebelum aku beli, aku tanya dulu sm mba2 tbs pelembab buat kulit yg sedang dehidrasi dan bekas jerawat kemerahan, nah di rekomendasiin lah product ini. awal2 make sih enak gelnya bikin adem kulit muka. tapi lama kelamaan kuiitku jadi beruntusan. mungkin karena pakenya t ... Read more",beli sm mba tbs pelembab kulit yg dehidrasi bekas jerawat merah rekomendasiin product make sih enak gel bikin adem kulit muka kuiitku beruntus pakenya t read more,positif
"Udah beli kedua kali , bentuknya gel bening diwajah bikin moist bgt, pake ini kalau mlm setelah pake skincare routine buat sleeping mask . aku kalau pake gak tebel sih Cuma buat ngunci skincare yg udh dipake , kulit juga kerasa lembab walaupun tdur diruangan ber ac seti ... Read more",udah beli kali bentuk gel bening wajah bikin moist bgt pake mlm pake skincare routine sleeping mask pake gak tebel sih ngunci skincare yg udh dipake kulit rasa lembab tdur ruang ber ac seti read more,positif
"aku pake ini grgr liat review nya bagus tp ternyata diaku kurang cocok soalnya aku sensitif sm rosehip oil, alhasil baru beberapa kali pemakaian udh timbul bruntus jd aku putusin buat stop stelah soalnya aku takut. tp sepertinya produknya bagus buat yg cocok soalnya dia ... Read more",pake grgr liat review nya bagus tp dia cocok sensitif sm rosehip oil alhasil kali pakai udh timbul bruntus jd putusin stop stelah takut tp produk bagus yg cocok read more,positif
"kata mbak di store sih bisa untuk anti aging. berhubung umur udh 30an jadi butuh utk aging. setelah pakai sebulanan gak ngaruh diaku sih,biasa aja. tapi aku tuh suka produk yg light dan gak ribet. pas deh tuh 1 produk bisa buat seluruh tubuh. kulit jadi moist,wanginya g ... Read more",mbak store sih anti aging hubung umur udh an butuh utk aging pakai bulan gak ngaruh dia sihbiasa aja tuh suka produk yg light gak ribet pas deh tuh produk tubuh kulit moistwanginya g read more,positif
"Pertama kali coba dari sampel. Kesan pertamanya gelnya dingin dan langsung meresap ke kulit. Karena aku butuh gel selain aloe vera (aku gak cocok sama semua aloevera gel), aku langsung beli full size. So far, ga ada trouble setelah pakai gel ini. Aku juga rekomen gel in ... Read more",kali coba sampel kesan pertama gel dingin langsung resap kulit butuh gel aloe vera gak cocok aloevera gel langsung beli full size so far ga trouble pakai gel rekomen gel in read more,positif
"Maap ku kecewa huhu karna dulu pas beli lagi booming tuh, dengan kondisi muka yang merah-merah cekat cekit pengen sesuatu yang adem gitu di muka. Nah pas udah beli baru tau kalo dengan kondisi muka kaya gitu ga boleh pake sesuatu yang ada kandungan alkoholnya, nah sedan ... Read more",maap ku kecewa huhu karna pas beli booming tuh kondisi muka merahmerah cekat cekit ken adem gitu muka pas udah beli tau kalo kondisi muka kaya gitu ga pake kandung alkohol sedan read more,positif
"gila sih ini, multi fungsi bangett. bisa buat bibir, buat scrub, buat alas eyeshadow nempel banget, buat kulit kering, buat jerawat bisa banget, bruntusan apalagii. wuh sukaaaaa. kecil kecil cabe rawit nih produk. dibandingin produk sebelah, ini lebih worth it sih kalo ... Read more",gila sih multi fungsi bangett bibir scrub alas eyeshadow nempel banget kulit kering jerawat banget bruntusan apalagi wuh sukaaaaa cabe rawit nih produk dibandingin produk belah worth it sih kalo read more,positif
"•PRELOVED• tertarik bgt sama salah satu brand lokal ini.setelah review di FD makin tertarik,akhirnya beli di salah satu e-commerce.setelah seminggu pemakaian ternyata yg ada jerawat makin nambah :( bagi yg minat silahkan reply ya sisa masi +- 90% include box juga.",preloved tarik bgt salah brand lokal inisetelah review fd tertarikakhirnya beli salah ecommercesetelah minggu pakai yg jerawat nambah yg minat silah reply ya sisa mas include box,positif
"Ga sengaja beli ini buat stok sewaktu kulit lagi radang aja tapi pas kehabisan night cream iseng coba-coba pake aloe vera gel ini sebagai sleeping mask, hasilnya benar-benar bikin muka kayak dilaminating. glow, lembab, sehat dan karena ada kandungan cica (gotu kola) ban ... Read more",ga sengaja beli stok kulit radang aja pas habis night cream iseng cobacoba pake aloe vera gel sleeping mask hasil benarbenar bikin muka kayak laminating glow lembab sehat kandung cica gotu kola ban read more,positif
"soothing gel wangi mawar banget. efek menenangkan kulitnya berasa banget, adem di wajah, ga ada kesan lengket juga, suka dipakai buat pengganti lotion juga, dan kadang di pakai di rambut juga kalau rambut lagi kering. kemasan tube nya gede banget, not so travel friendly ... Read more",soothing gel wangi mawar banget efek tenang kulit asa banget adem wajah ga kesan lengket suka pakai ganti lotion kadang pakai rambut rambut kering kemas tube nya gede banget not so travel friendly read more,positif
"awalnya underestimate sih sama produk ini, bayangin cuma 17-20k doaanggg. tapi ternyata bagus bangettt 😭 ga bikin whitecast, langsung bikin glowing tanpa bikin dekil abisnya. harus bgt nyoba buat low budget sunscreen",underestimate sih produk bayangin k doaanggg bagus bangettt ga bikin whitecast langsung bikin glowing bikin dekil abis bgt nyoba low budget sunscreen,positif
"Aku sebelum pake green jelly ini udah cape duluan nyobain obat jerawat sampai beli paket krim navagreen tp stop juga karena gak cocok. Seneng banget dong akhirnya ketemu sama produk jelly roro mendut ini ,aku pake setiap hari pagi-malam dan baru 2 minggu aja udah banyak ... Read more",pake green jelly udah cape duluan nyobain obat jerawat beli paket krim navagreen tp stop gak cocok neng banget ketemu produk jelly roro mendut pake pagimalam minggu aja udah read more,positif
"Reccomend this product yes or no mungkin yes bagi yang cocok dan no bagi yg ga cocok gitu aja kali ya. Unfortunately, ga cocok sama kandungan cica didalemnya, bikin bruntusan, cair teksturnya, baunyaaa entah kenapa persis sama baunya natrep😂 Atau hidung ue yang salah g ... Read more",reccomend this product yes or no yes cocok no yg ga cocok gitu aja kali ya unfortunately ga cocok kandung cica dalem bikin bruntusan cair tekstur baunyaaa persis bau natrep hidung ue salah g read more,positif
Awal pake seneng soalnya produk ini bisa bikin jerawat cepet kering. Tapi setelah agak lama jadi cukup stress soalnya jerawat baru lebih cepet muncul sebelum yg lama sembuh. Produk ini juga g bisa ngilangin jerawat saya sepenuhnya dan juga ninggalin noda hitam di wajah. ... Read more,pake neng produk bikin jerawat cepet kering stress jerawat cepet muncul yg sembuh produk g ngilangin jerawat sepenuh ninggalin noda hitam wajah read more,positif
"NO THOUGHTS HEAD EMPTY 💀💀💀 the worst acne patch I've ever used (( maaf bgt )) patchnya tebel banget, that's really annoying T__T terus dia kadang suka copot-copot 👎🏻 beda jauh banget derma angel. terus dia gak nyerap puss jerawatku dengan baik. kadang pemakaian 5+ ... Read more",no thoughts head empty the worst acne patch ive ever used maaf bgt patchnya tebel banget thats really annoying tt kadang suka copotcopot beda banget derma angel gak nyerap puss jerawat kadang pakai read more,positif
The worst acne patch I’ve ever tried. Maaf agak emosi ngetik reviewnya hahaha. Warnanya kuning jadi KELIATAN BGT. Tebel bgt woi patchnya dan nempelnya gak banget gitu??? Gampang copot. Nyerap isi jerawat aja ngga. Pake ini tuh kyk pake selotip tebel aja di muka???? Baka ... Read more,the worst acne patch i ve ever tried maaf emosi ngetik reviewnya hahaha warna kuning liat bgt tebel bgt woi patchnya nempelnya gak banget gitu gampang copot nyerap isi jerawat aja ngga pake tuh kyk pake selotip tebel aja muka baka read more,positif
Bentuknya simple bulet gitu tapi agak tebal daripada brand yg sebelah. Efektif sih ngangket sebum jerawat dan bikin jerawatnya cepet kempes kering cuman ya untuk harga yg segitu dan isinya cuman 6 apa 12 gitu in my opinion its not worth it tho,bentuk simple bulet gitu tebal brand yg belah efektif sih ngangket sebum jerawat bikin jerawat cepet kempes kering cuman ya harga yg segitu isi cuman gitu in my opinion its not worth it tho,positif
I AM STRONGLY RECOMMEND THIS ONE UNTUK PARA ACNE FIGHTER DILUAR SANA! udh dipake dr jaman smp jerawatan yg parahhh parahh bangett (udh berobat ke dokter2 but they only make it worse dgn efek purgingnya yg tidak berkesudahan) BUT MY LIFE CHANGE WHEN I USED THIS PRODUCT! ... Read more,i am strongly recommend this one acne fighter luar udh dipake dr jaman smp jerawat yg parahhh parahh bangett udh obat dokter but they only make it worse dgn efek purgingnya yg sudah but my life change when i used this product read more,positif
"IT’S FREAKING LIFE CHANGING I TELL YA. Jerawat aku tuh sering muncul di dagu, yg meradang gede sakit gitu. Pake ini, 3-5 hari kelar asli aku ga boong. I was amazed. Oh ya ini kan spot treatment jadi cuma totol2 aja. Harganya murce juga sis tapi ya emang dikit si isinya. ... Read more",it s freaking life changing i tell ya jerawat tuh muncul dagu yg radang gede sakit gitu pake kelar asli ga boong i was amazed oh ya spot treatment totol aja harga murce sis ya emang dikit si isi read more,positif
"Ngaruh buat ngempesin jerawat2 yang blm mateng/calon jerawat👍 Tapi ini ga bisa ilangin bekas2 jerawat yang lama, gak ngaruh samsek. Rekomen kalo untuk ngempesin jerawat yang -otewe- meradang. Kalo udah matang, gelnya berfungsi sih tapi ninggalin jejak :(",ngaruh ngempesin jerawat blm matengcalon jerawat ga ilangin bekas jerawat gak ngaruh samsek rekomen kalo ngempesin jerawat otewe radang kalo udah matang gel fungsi sih ninggalin jejak,positif
Setelah memutuskan untuk berenti pake dokter dan desperate karena bruntusan dari jaman sma sampe umur 27 tahun tak kunjung usai (hilang namun timbul lagi) dari berbagai dokter dan skincare sudah dicoba. Akhirnya iseng coba tanpa ekspektasi sama vitacid ini dan hasilnya ... Read more,putus renti pake dokter desperate bruntusan jaman sma sampe umur kunjung hilang timbul dokter skincare coba iseng coba ekspektasi vitacid hasil read more,positif
"Pertama, aku pake tuh muncul jerawat ternyata kulitku mengalami yang namanya ""Purging"" karena kandungan salicylic acidnya, aku pake terus- menerus lama-lama jerawatku bisa ngilang.. terus balm nya ini bisa ngeluarin komedo hitam dan putih kebanyakan komedo putih.. nah k ... Read more",pake tuh muncul jerawat kulit alami nama purging kandung salicylic acidnya pake terus lamalama jerawat ngilang balm nya ngeluarin komedo hitam putih banyak komedo putih k read more,positif
efeknya cuma bikin hidung halus kaya gaada komedonya. sisanya noooo big no gaada pengaruh sm sekali. kayanya komedonya cuma dimasukin doang bentaran krn abis itu ada lg. gaada yg meleleh komedonya:( untung murah. jd ga terlalu nyesel:(,efek bikin hidung halus kaya gaada komedonya sisa noooo big no gaada pengaruh sm kaya komedonya dimasukin doang bentar krn abis lg gaada yg leleh komedonya untung murah jd ga nyesel,positif
Udah pake produk ini berbula bulan..sebelumnya trial and error ke banyak rekomendasi teman dan cream dokter..finally jerawat lebih calm dan berkurang pake elshe..cuma progresnya ga cepet sih harus sabaaaaarrrrrr dan telaten..untuk treatmentnya aku IPL juga sih biar mant ... Read more,udah pake produk berbula bulansebelumnya trial and error rekomendasi teman cream dokterfinally jerawat calm kurang pake elshecuma progres ga cepet sih sabaaaaarrrrrr telatenuntuk treatmentnya ipl sih biar mant read more,positif
"Aku udah pakai produk ini lama banget. Waktu masih jerawatan parah gitu. Langsung nyobain 1 rangkaian. Awalnya komedo keluar banyak. Nah panik tuh ini kenapa, eh ternyata emang kerja zat aktifnya begitu. Tak terusin sekitar 1 bulan lebih dikit. Agak berkurang tapi gak k ... Read more",udah pakai produk banget jerawat parah gitu langsung nyobain rangkai komedo panik tuh eh emang kerja zat aktif terusin dikit kurang gak k read more,positif
"Pakai ini di tahun lalu tp br review skrg. Dr 3 variant oxy, aku pilih ini buat stubborn acne/jerawat yg membandel. Hasilnya bagus sih, tp butuh waktu yg lama sekitar +-6 harian buat ngilangin jerawat. Pas ditotolin di jerawat kecil/besar/mendem emg agak cekat cekit, bi ... Read more",pakai tp br review skrg dr variant oxy pilih stubborn acnejerawat yg bandel hasil bagus sih tp butuh yg hari ngilangin jerawat pas ditotolin jerawat kecilbesarmendem emg cekat cekit bi read more,positif
(PRELOVED 24gr SOLD) Sebenernya ini bagus bangetttttt gak boong. aku juga udah pernah pake 2 tube besar. Cuman skrg lg pindah pake obat dokter jadi ku preloved aja ya. Masih 90% exclude ongkir ya. udah sold maksii hehehehehhee thankyou yaaa,preloved gr sold sebenernya bagus bangetttttt gak boong udah pake tube cuman skrg lg pindah pake obat dokter ku preloved aja ya exclude ongkir ya udah sold maksi hehehehehhee thankyou yaaa,positif
"🧴Texture: lightweight cream, agak lebih watery dibanding M+ Charis Cica Cream. 🧪 No fragrance. Scent: herb. Dibandingin sama cica cream M+, Innisfree ini fungsinya lebih ke redain kemerahan, dan iritasi. Iritasi kayak pas aku abis kopek2 jerawat. Ini cepet banget reda ... Read more",texture lightweight cream watery banding m charis cica cream  no fragrance scent herb dibandingin cica cream m innisfree fungsi redain merah iritasi iritasi kayak pas abis kopek jerawat cepet banget reda read more,positif
"dulu nyoba ini karena teracuni ownernya tiffbody, katanya semacam dupe dr brand yg mahal bgt itu. sebelumnya jg pernah sih pake obat jerawat yg ada endapan powder gt tp karna mahal jd stop. Ini harganya murahh bgt dan aku udh repurchase entah brp kali saking secocok itu ... Read more",nyoba racun ownernya tiffbody dupe dr brand yg mahal bgt jg sih pake obat jerawat yg endap powder gt tp karna mahal jd stop harga murahh bgt udh repurchase brp kali saking cocok read more,positif
Wajah ku lagi jerawatan parah gilaaaa.. tiap mlm pake ini lumayan work merah nya berkurang trs agak kering tp bekas nya masih ada d rutinin aja tiap mlm walau teksturnya tuh cair bgt totolin pelan dikit2 k bag jeriwit nya aja bsk nya lngsng kering agak mendingan,wajah ku jerawat parah gilaaaa mlm pake lumayan work merah nya kurang trs kering tp bekas nya d rutinin aja mlm tekstur tuh cair bgt totolin pelan dikit k bag jiwit nya aja bsk nya lngsng kering mending,positif
"Ga cocok bgt di muka aku. Aku pake ini lngsng muncul jerawat gede"" gtu 😭😭😭 untuk harga lumayan murah sih. Padahal uda berharap sama produk ini karna temen aku ada yg pake dan lumayan buat ngurangin bekas jerawatnya dia. Repurchase? big no.",ga cocok bgt muka pake lngsng muncul jerawat gede gtu harga lumayan murah sih uda harap produk karna temen yg pake lumayan ngurangin bekas jerawat repurchase big no,positif
Hai👋 Diani bawa ulasan buat kamu kamu yang udah ditinggalkan JERAWAT nah biasanya jejak jejak petualang nya masih tersisa.. nih Diani bawa ulasan produk yang bekerja di Wajah Diani. 💙 For your Information kulit Diani sekarang lagi Berminyak apalagi kalau siang dan pan ... Read more,hai ani bawa ulas udah tinggal jerawat jejak jejak tualang nya sisa nih ani bawa ulas produk wajah ani for your information kulit ani minyak siang pan read more,positif
"Awalnya gue nyari skincare yang ada kandungan salicylic acid nya. Nah waktu itu belum kepikiran buat beli acne lotion apapun akhirnya beli Toner B yang ada kandungan salicylic acid nya. Tapi sayang di muka gue ga cocok, akhirnya trauma pake toner yang ada kandungan BHA ... Read more",gue nyari skincare kandung salicylic acid nya pikir beli acne lotion apa beli toner b kandung salicylic acid nya sayang muka gue ga cocok trauma pake toner kandung bha read more,positif
"Sama kayak obat totol yang lain ada efek perihnya pas dipake. Menurut aku pribadi kurang cepet buat ngempesin jerawat, bahkan kayak berasa ga ngaruh gitu. Maaf kurang suka huft. Apalagi buat jerawat yg gede. I dont know why tapi banyak yang suka juga. But for me nah :(( ... Read more",kayak obat totol efek perih pas dipake pribadi cepet ngempesin jerawat kayak asa ga ngaruh gitu maaf suka huft jerawat yg gede i dont know why suka but for me read more,positif
Temenku ada yang nyaranin buat pake acnol yg cair nah aku carilah acnol ke apotek dipasar ehh adanya ini. Dua minggu aku pake ga ada perubahan dijerawat aku yg gede gede dan kadang bernanah akhirnya ga aku pake lagi dan beralih ke yg cair deh mungkin cocok buat yg brunt ... Read more,temenku nyaranin pake acnol yg cair cari acnol apotek pasar ehh minggu pake ga ubah jerawat yg gede gede kadang nanah ga pake alih yg cair deh cocok yg brunt read more,positif
"Aku udah jerawatan selama 6 tahun, dan ya udah beli ini beli itu ga mempan, nah ini produk tuh ga biiin breakout paling hanya purging setelah penggunaan minggu pertama dan memang si harus sabar banget menunggu kesembuhannya apalagi bekas jerawat yang udah lama itu pasti ... Read more",udah jerawat ya udah beli beli ga mempan produk tuh ga biiin breakout purging guna minggu si sabar banget tunggu sembuh bekas jerawat udah read more,positif
"aku sempat trauma pake skincare dengan komposisi rumput laut karena sebelumnya wajahku jadi jerawatan & gerah. tapi pas udah cobain ini, alhamdulillah cocok trus hasilnya bagus bangeett ga kalah sama hydrating toner dari jepang yg hits itu. aku pikir cairannya bakal enc ... Read more",trauma pake skincare komposisi rumput laut wajah jerawat gerah pas udah cobain alhamdulillah cocok trus hasil bagus bangeett ga kalah hydrating toner jepang yg hits pikir cair enc read more,positif
"Setelah cocok sama tonernya. Aku nekat beli serum ini pdhal ga ada ukuran kecil. Alhamdulillah COCOK! Beruntusan berkurang, komedo juga keliatan lebih terkendali. Jerawat juga jadi gampang sembuhnya. Kekurangan produk ini cuma satu sih di aku, kalau jerawatnya parah ban ... Read more",cocok tonernya nekat beli serum pdhal ga ukur alhamdulillah cocok beruntus kurang komedo liat kendali jerawat gampang sembuh kurang produk sih jerawat parah ban read more,positif
"Sedihhh. gakaya claim nya yg bilang semalem aja udh bisa mencerahkan🤣 ga ngaruh apa2 di kulitku. pdhl serum ini aga pricey menurtku. berusaha untuk ngabisin, sampe aku pakein di tangan hahahah kapok beli khiels. mahal doang menurtku kualitasnya gada wkwk sad",sedihhh gakaya claim nya yg bilang semalem aja udh cerah ga ngaruh kulit pdhl serum aga pricey menurtku usaha ngabisin sampe pakein tangan hahahah kapok beli khiels mahal doang menurtku kualitas gada wkwk sad,positif
DIJUAL aqu pake siang dan malem bikin wajah jadi keliatan lebih lembab dan berminyak cepet meresap tapi gampang berminyak dikulit qu pertama nya ikutan aja sama temen yang bilang kalau produk ini bagus banget beli kalau ga salah 160 an aku jual 120 ini no qu 08777182954 ... Read more,jual aqu pake siang malem bikin wajah liat lembab minyak cepet resap gampang minyak kulit qu nya ikut aja temen bilang produk bagus banget beli ga salah an jual no qu read more,positif
"Bismillah... produk ini gak bekerja di aku sama sekali. kayak nemplokin air aja. kalo untuk kemampuan yg kayak gitu, gak sebanding sama harganya. klaim klaimnya gak ada yg berhasil di aku.. sedih sih, katanya dupe SKII pitera. niatnya beli ini dulu, baru nyoba pitera so ... Read more",bismillah produk gak kayak nemplokin air aja kalo mampu yg kayak gitu gak banding harga klaim klaim gak yg hasil sedih sih dupe ski pitera niat beli nyoba pitera so read more,positif
"Udah 9 bulan pemakaian, efeknya wajah jadi lembab dan glowingnya sih dapet ya menurutku. Tekstur cair, cepat menyerap dan seger. Selama pake ini juga jerawat ga sebanyak dulu yg sampe meradang besar2 gitu. Tapi kalau dibilang dupe SKII sih engga ya karena ini ga ada efe ... Read more",udah pakai efek wajah lembab glowingnya sih dapet ya turut tekstur cair cepat serap seger pake jerawat ga yg sampe radang gitu bilang dupe ski sih engga ya ga efe read more,positif
"[PRELOVED] katanya bisa ngurangin fungal acne sih, tapi aku ngerasa fungal acne aku makin banyak pake ini jadi aku ngerasa kurang cocok aja. aku mau preloved serumnya, isinya sekitar 86% dan ini botol yang 50ml yaa. aku jual 130k aja. kalo minat ini no wa aku 0898422857 ... Read more",preloved ngurangin fungal acne sih ngerasa fungal acne pake ngerasa cocok aja preloved serum isi botol ml yaa jual k aja kalo minat no wa read more,positif
"Too bad this product doesn't work on me. 3 mingguan pake malah bikin muncul 2-3 jerawat. Aku mau prelove, masih sekitar 85-90%an isinya yg 50ml, ((SOLD)) please contact me thru whatsapp for the detail",too bad this product doesnt work on me minggu pake bikin muncul jerawat prelove an isi yg ml sold please contact me thru whatsapp for the detail,positif
"Essence pertama yang aku punya. Pake essence ini dibarengi MISSHA Time Revolution Red Algae Revitalizing Cream, saat pemakaian aku ga ngerasa ada perubahan sih ditambah problem kulitku hanya kering aja. Tapi setelah habis, aku ngerasa kulit wajahku lebih bernutrisi. Dan ... Read more",essence pake essence bareng missha time revolution red algae revitalizing cream pakai ga ngerasa ubah sih tambah problem kulit kering aja habis ngerasa kulit wajah nutrisi read more,positif
Katanya ini dupe SK-II ya tapi menurut aku gada efek signifikan banget setelah menggunakan ini. Yaa udah kaya make sesuatu aja. Cair langsung nyerap. Wangi raginya berasa banget sih menurutku cuman mengganggu. Kalau ditanya mau repurchased lagi aku engga deh,dupe ski ya gada efek signifikan banget yaa udah kaya make aja cair langsung nyerap wangi ragi asa banget sih turut cuman ganggu repurchased engga deh,positif
"yang baru mau coba serum ini pertama kali bisa pm aku, not worth it for mee, aku kira bkn faceoil, ga kuat minyak mukaku langsung komedo automuncul, yang mau silakan pm aja :)) wa 081214382856 aku jual 250k 15ml :)) baru dipake beberapa tetes kok, yang mau cek pembelian ... Read more",coba serum kali pm not worth it for mee bkn faceoil ga kuat minyak muka langsung komedo automuncul sila pm aja wa jual k ml dipake tetes cek beli read more,positif
[PRELOVED] haii aku mau preloved punyaku di aku dia ga cocok gitu muncul jerawat karna mukaku yg sensitif bgt gabisa kena fragrance yg kuat bgt kyk dia kalo ada yg cocok sama dia atau mau nyoba dulu bisa beli di aku masih ada 90% aku jual 60k aja bisa WA ke no ini yaa 0 ... Read more,preloved hai preloved punya ga cocok gitu muncul jerawat karna muka yg sensitif bgt gabisa kena fragrance yg kuat bgt kyk kalo yg cocok nyoba beli jual k aja wa no yaa read more,positif
