Review,Preprocessing,label
"Aku ga tau kenapa tiap habis semprotin ini ke muka malah jadi muncul jerawat gede gitu. awalnya aku kira krn keseringan semprot, tapi waktu aku coba lagi, aku semprot sekali trus besokannya muncul jerawat lagi :( Akhirnya ga habis2, jadi aku alih fungsiin buat semprot2 ... Read more",ga tau habis semprotin muka muncul jerawat gede gitu krn sering semprot coba semprot trus besok muncul jerawat ga habis alih fungsiin semprot read more,positif
"Iseng-iseng lagi coba menjelajah dunia face mist. Aku tertarik buat coba ini karena isinya juga lumayan banyak. Untuk spraynya, lumayan agak kasar basah gitu pas disemprot. Seger dan enak juga, bau aloe veranya kecium, Tapi entah kenapa ini sepertinya baunya kenceng ban ... Read more",iseng coba jelajah dunia face mist tarik coba isi lumayan spraynya lumayan kasar basah gitu pas semprot seger enak bau aloe veranya cium bau kenceng ,positif
"Kulitku yang sensitif menolak untuk pakai ini :"") pas di pake ada rasa panas gitu di muka terus setelah didiamkan beberapa lama jadi oily banget sampe bikin aku jerawatan, jadi aku lebih memilih untuk stop penggunaannya sih :(",kulit sensitif pas pakai adem gitu muka dan meresap banget sampe bikin jerawat pilih lanjut beli,positif
"pas pertama kali pake sih itu dia ada white cast nya gitu trus kan coba buat di tap2 eh malah smua produknya nempel di tangan tapi pas cobain hari2 berikutnya bagus2 aj sih tapi sih kalo di aku pas kita mau naroin produknya di muka itu harus skali ratain gitu, nah pas u ... Read more",pas kali pake sih white cast nya gitu trus coba tap eh smua produk nempel tangan pas cobain bagus aj sih sih kalo pas naroin produk muka skali ratain gitu pas ,positif
"moist yang cocok bgt buat kulit kering. rajin dipake tiap malem bikin kulit aku glowing dan plumpy. gara gara ini, kulit aku jd jarang dehidrasi. tapi aku kurang suka sm baunya, kaya crayon gitu. apa hidung aku yg error ya, gatau deh. tapi ini bener bener bagus. tolong ... Read more",moist cocok bgt kulit kering rajin dipake malem bikin kulit glowing plumpy gara gara kulit jd jarang dehidrasi suka sm bau kaya crayon gitu hidung yg error ya gatau deh bener bener bagus tolong ,positif
"Menurut ku ini baguuuusss bangett siih buat pemilik kulit normal to dry, kombinasi dan sangat kering, bgs bgt oy🖤. Ps beli muka ku bnr² kering udh tapi ga ngelupas cmn bnr² kering dan produk ini aku coba pake mlm stlh cuci muka dan hasilnya yang tadinya kulitnya bnr² k ... Read more",ku baguuuusss bangett siih milik kulit normal to dry kombinasi kering bgs bgt oy ps beli muka ku bnr kering udh ga ngelupas cmn bnr kering produk coba pake mlm stlh cuci muka hasil kulit bnr k read more,positif
"Dulu pernah nyobain ini, punya kakak tapi dia ngasih ke aku. Setelah semingguan pake ternyata ga cocok, lgsg bikin jerawat dan itu merah + sakit banget😭 sejak itu trauma pake produk apapun yg mengandung vit c karena aku kurang cocok sama kandungan ini",nyobain kakak ngasih minggu pake langusung jatuh cinta lgsg bikin jerawat merah hilanga pake produk ini,positif
Ini produk yg bikin muka lengkeeeeet setelah di semprot ke muka. Klo pk pagi/siang hr brasa skali debu2 nempel semua. Em harusnya mlm aja dan di bawa tidur. Klo kena bibir dan kejilat paitnya ampuuun. Kena mata perih. Akhirnya setelah abis memutuskan pk vitamic c lain � ... Read more,produk yg bikin muka cerah semprot muka klo pk pagi siang hr brasa skali debu nempel em mlm aja bawa tidur klo kena bibir jilat manis kena mata gapapa,positif
"face mist pertamaku. beli dia krena biar belanjaanku nyampe 500 but bikin member tbs. aku suka dg aroma jeruknya yg seger banget nget. dan ada efek lembapnya juga. utk mencerahkan gak ada ya. tapi kalo lagi panas2an dan kulit wajah terasa dullness banget, wajib semproti ... Read more",face mist pertama beli krena biar belanja nyampe but bikin member tbs suka dg aroma jeruk yg seger banget nget efek lembap utk cerah gak ya kalo kulit wajah dullness banget wajib semprot ,positif
"Pakek produk ini adem bange teksturnya kek air bkin muka kenyel gtu keesokan nya tapi gatau knp giliran ngaca muka jdi bruntusan gtu sepertinya gk cocok buat pakek, jd stop dan gk lanjutin lagi deh dripda breakout",pakek produk adem bange tekstur kek air bkin muka kenyel gtu esok nya gatau knp pas ngaca muka jdi mulus gtu cocok pakek jd aku lanjutin deh ,positif
"Punya ini gakepake sampe bener2 berdebu dipinggiran makeup desk aku, kukira bakalan cocok dimuka yang dry eh taunya pas pertama kali nyoba ditinggal tidur bangun2 ngaca shock banget dong muka beruntusan lumayan banyak dibagian dahi terus dipipi kayak muncul jerawat keci ... Read more",gakepake sampe bener debu pinggir makeup desk kira cocok muka tau pas kali nyoba tinggal tidur bangun ngaca shock banget muka cerah mulus lumayan bagi dahi pipi kayak glowing,positif
Aku nyoba beli samplenya yg cuma 10ml. Aku suka teskturnya cream ringan gitu di wajah gak bikin oily. Nah karena ringan jadinya kurang melembabkan area pipi aku yg lebih kering dr area lain. Enggak ada efek negatif yg ditimbulkan tp kurang melembabkan aja,nyoba beli samplenya yg ml suka teskturnya cream ringan gitu wajah gak bikin oily ringan melembabkan area pipi yg kering dr area efek negatif yg timbul tp melembabkan aja,positif
SUKAAAA BANGEEETT kalo make ini paginya kulit berasa dewy gitu trus gabikin greasy bau nya agak ga biasa tapi no problem sih buat aku. BENER BENER NGELEMBABIN even w lupa skincarean besok paginya (soalnya magerr dirumah aja hehe) dan nahan minyak banyaaakk. pernah coba ... Read more,sukaaaa bangeeett kalo make pagi kulit asa dewy gitu trus gabikin greasy bau nya ga no problem sih bener bener ngelembabin even w lupa skincarean besok pagi magerr rumah aja hehe nahan minyak banyaaakk coba read more,positif
"Bikin breakout parah, nggak ngilangin noda. I got high expectations for this product but it turned to be disappointment. Pricey, tapi hasilnya gk ad dan malah bkin breakout 😭 dan menurut aku ya rangkaian tea tree ini bkin kering, tp gk nyembuhin jerawat atau ngilangin ... Read more",bikin breakout parah nggak ngilangin noda i got high expectations for this product but it turned to be disappointment pricey hasil gk ad bkin breakout ya rangkai tea tree bkin kering tp gk nyembuhin jerawat ngilangin read more,positif
"face mist pertama aku nihh, berharapnya sih cocok . tp ternyata setelah 5 harian aku pakae dimuka aku jadi bruntusan parahh gitu, teksturnya air tp agak kentel gitu, jadi malah bikin gak nyaman dikulit aku. jadi NO fresh effect dear..yahh :(",face mist nihh harap sih cocok tiap hari pake muka mulus parahh dan tekstur air tp kentel gitu bikin nyaman dan lembab kulit fresh,positif
"Dapet ini produk dr temen aku yg gak cocok pake ini. Mayan gratis haha.. aku pakai facemist ini pagi buat alas pelembab dan malam sebelum tidur hahaa.. efeknya wajahku lembab dan kenyal.. baru-baru ini aku pakainya dimix sama air mawar dr Viva, buat sebelum tidur. Bangu ... Read more",dapet produk dr temen yg gak cocok pake mayan gratis haha pakai facemist pagi alas pelembab malam tidur hahaa efek wajah lembab kenyal baru pakai dimix air mawar dr viva tidur bangun,positif
"Sadly ini ga cocok di kulitku, pada awalnya aku suka banget sama tekstur dia yang milky like texture, gampang menyerap & lembapnya dikulit enak banget, ga bikin greasy pula. Aku bakal PD kalau cocok sama ini tapi jalan kurleb seminggu pakai ini jadi timbul beruntus whit ... Read more",cocok kulit suka banget tekstur milky like texture gampang serap lembap kulit enak banget ga bikin greasy pd cocok jalan kurleb minggu pakai timbul beruntus whit ,positif
Beli ini di indomaret karena lagi iseng2 aja pengen beli skincare baru eh pas pula lagi promo hmm sesenang itu😍😘. Kalau menurut aku ini produk bagus2 aja di aku yang paling penting di aku gak buat breakout ataupun purging. Karena ini product anti aging dan alhamdulill ... Read more,beli indomaret iseng aja ken beli skincare eh pas promo hmm senang produk bagus aja gak breakout purging product anti aging alhamdulill ,positif
"pake ini versi yang tube, walau umur baru 26 udah digempur pakek anti aging. nggak paham sih kalo efek ke masalh penuaan. cuman aku suka sih pakek produk ini. soalnya bangun pagi pagi muka berasa lembab.",pake versi tube umur udah gempur pakek anti aging nggak paham sih kalo efek masalh tua cuman suka sih pakek produk bangun pagi pagi muka lembab,positif
"Sebenernya si facial spray ini seger banget dimuka, wangi dan gabikin kering sama sekali.. katanya dia jg bisa dijadiin primer,packaging nya juga ga besar, tapi sangat disayangkan ternyata akuu ga cocok sama produk ini, keluar beruntusan banyak pas pemakaian ke 3:( harg ... Read more",si facial spray seger banget muka wangi gabikin kering jg dijadiin primerpackaging nya aku cocok produk bagus pas pakai nyaman,positif
"Lagi nyari2 scrub d tokonya eehh liat ada facial spray, cobain beli dehh. Pas d cobain wanginya enak tapii keringnya agak lama trus agak pedih d mata. Beberapa lama abis d spray itu muka tmbh kliatan berminyak :( Yaahh, gk cocok dehh. Balik lg tetep k sensatia klo gt",nyari scrub d toko eehh liat facial spray cobain beli dehh pas d cobain wangi enak lembab trus adem di muka,positif
"Mencoba mencari skincare yang anti aging, akhirnya pilih prod olay. di pakai tipis2, tapi menurutku menyerapnya agak lama kalo gak dibantu kipas angin. dan lagi panas pula dimuka.. cuma pake beberapa kali, sayang banget 😥 akhirnya ku berikan pada ibu.",pakai ini muka jadi adem dan lembut lihat kaca jadi glowing,positif
"aku dari dulu udah cocok dengan product olay jadi pas ada total effects ini keluar pertama kali kepicut juga aku pengen cobain, aku udah setia memakai total effects ini dah dari umur 27-33 sekitar 6 tahunan, sempat aku stop karena aku banyakan dirumah dan tidak ber ac d ... Read more",udah cocok product olay pas total effects kali kepicut ken cobain udah setia pakai total effects dah umur tahun stop banyak rumah ber ,positif
"krim malem paling favorit yg pernah di punya beli waktu itu lagi discount jadi 85000 dengan hasilnya yg bagus bgt di wajah pas bangun tidur, wajah jd kenyal, alus, dan cerah no minyak berlebih pas bangun tidur. Untuk ngilangin bekas jerawat lumayan menyamarkan dan wangi ... Read more",krim malem favorit yg beli discount hasil yg bagus bgt wajah pas bangun tidur wajah jd kenyal alus cerah no minyak lebih pas bangun tidur ngilangin bekas jerawat lumayan samar wangi read more,positif
"Sesuai kandungannya, rose water, wanginya rose paling dominan. Cukup menghidrasi kulit wajah apalagi kalau re-apply waktu hari panas, segar. Waktu penyerapan cukup lama (mungkin terdapat bias karena saya nyemprotin nya selalu banyak, seperti mandi. LoL). Tidak ada kesan ... Read more",sesuai kandung rose water wangi rose dominan hidrasi kulit wajah reapply segar serap bias nyemprotin nya mandi adem dimuka,positif
"aku pakai produk ini karena baru lepas dari cream dokter, efek pertama pemakaian bikin mukaku makin oily banget, dan aku pakai sekitar semingguan mulai muncul bruntusan kecil-kecil dan aku mulai stop pakai produk ini",pakai produk lepas cream dokter efek pakai ini bikin muka glowing banget pakai minggu makin mulus,positif
"Skin mist ini bener-bener ngebantu melembabkan kulitku sih terutama saat lagi diruangan yg ber-AC. Tapi kalo dipake pas lagi beraktivitas diluar ruangan yg terpapar sinar matahari, kulit jadi sticky gitu :( Repurchase no, soalnya rada kemahalan sih untuk skin mist doang ... Read more",skin mist benerbener ngebantu melembabkan kulit sih ruang yg berac kalo dipake pas aktivitas luar ruang yg papar sinar matahari kulit sticky gitu repurchase no rada mahal sih skin mist Cuma wort it,positif
"rangkaian SK II yg ga aku suka. gatau knp kalo dipake oily dan lengket bgt padahal makenya udh dikit. dipaksain pake terus tp ga ada perubahan :( and yesss tetep oily pastinya, kirain efek awal pemakaian aja. aku pake ini PM doang krn ngerasa greasy, pagi harinya liat m ... Read more",rangkai sk ii yg ga suka gatau knp kalo dipake oily lengket bgt makenya udh dikit dipaksain pake tp ga ubah and yesss tetep oily pasti kirain efek pakai aja pake pm doang krn ngerasa greasy pagi hari liat m read more,positif
Tiap habis pakai ini berasa lengket dan sama sekali tidak menghidrasi kulit gw :( akhirnya sekarang ditaro aja di meja rias.,habis pakai asa lengket hidrasi kulit gw ditaro aja meja rias suka semprot halus banget ga nyemprot arah aja,positif
"Padahal suka sama semprotannya, halus banget dan ga nyemprot ke satu arah aja.",face mist yg pakai utk melembabkan kulit yg kering pakai pelembab mandi sore setting spray makeup utk pelembab kaya ya pakai sore gitu jadi lembab,positif
"so sorry to this product ,pertama kali coba enak enak aja ,muka jadi lembab tpi lama lama mulai timbul jerawat,emang cuma 1 tapi merah bangett akhirnya jadi hyper pigmentation waktu udah sembuh,tapi yg aku suka semprotan nya bagus.",product kali coba enak enak aja muka lembab dan jadi sembuh jerawatku ,positif
banyak banget yang cocok sama ini produk tapi sayangnya fail banget di kulit aku padahal udah nyoba selang-seling dalam setahun tapi tetep aja kulitku gabisa pke ini:( kalau ada yang mau AKU JUAL punyaku masih full package + sealed uk. 50ml karena waktu itu dapet 2 (30 ... Read more,banget cocok produk sayang fail banget kulit udah nyoba selangseling tahun tetep aja kulit gabisa pke jual punya full package sealed uk ml dapet ,positif
"SOLD -- (PRELOVED) Aku beli ini bulan juli di websitenya langsung, aku beli dengan harga 302rb jadi aku jual 200rb aja. Masih ada 90% soalnya cuma ke pakai beberapa hari aja. Aku jual karna sudah cocok dengan produk lain. Yg serius minat bisa wa ke no 085249974567. Than ... Read more",enak banget dipakai bangun tidur langsung lembab dan cerah gitu,positif
"tertarik gara2 dia hype bgt di ig kan jadi penasaran wkwk akhirnya beli deh. first impression aku agak kecewa sama semprotannya. semprotannya engga terlalu nyebar. buat produknya sendiri, aku gasuka baunya :( trus dia bikin aku jerawatan di hidung. padahal gapernah sebe ... Read more",tarik gara hype bgt ig penasaran wkwk beli deh first impression bagus semprot semprot engga nyebar produk suka baunya wangi trus bikin jerawat hidung hilang,positif
"Wanginya enak dan segar kalau dipake di muka. Selain itu, gak ada efek apa-apa lagi sih. Biasanya aku pakai spray ini sebagai step terakhir dari skincare malam biar menyeimbangkan moisturizerku yang cenderung 'rich' konsistensinya. Sebenernya udah beberapa kali beli lag ... Read more",wangi enak segar dipake muka gak efek apaapa sih pakai spray step skincare malam biar imbang moisturizerku cenderung rich konsistensi sebenernya udah kali beli lagi,positif
"The Real Anti Aging product ? aslinya kulitku ga bisa nerima krim2 gitu tapi pake cream ini kok ya enak, dan bneran ngefek dan sukaaaa bgt udah gitu wanginya wangi2 herbal ginseng ? produk ini aman banget dan ngefek banget sebagus itu emg kalo sulwhasoo expert di anti ... Read more",the real anti aging product asli kulit ga nerima krim gitu pake cream ya enak bneran ngefek sukaaaa bgt udah gitu wangi wangi herbal ginseng produk aman banget ngefek banget bagus emg kalo sulwhasoo expert anti read more,positif
"cream nya punya mama hahhahaa , harga nya juga lumayannn gaji satu bulan hahhaa tapi karena punya mama(mama yang beli) aku jd suka pake juga ,cream nya bagus aku pake apalagi aku juga udh mulai kepala 3 dan butuh perawatan untuk anti aging aku (udh ada keriput nya maksu ... Read more",cream nya mama hahhahaa harga nya lumayannn gaji hahhaa mamamama beli jd suka pake cream nya bagus pake udh kepala butuh awat anti aging udh keriput nya maksu read more,positif
"Saya awalnya bingung mencari produk yg cocok utk kulitku yg jerawatan tp jg butuh anti aging secara usia udah kepala 3. Selama ni pergi ke klinik kecantikan hanya di beri krim anti jerawat saja tp tdk memberikan krim anti aging, krn saya takut keriput. Akhirnya nekat be ... Read more",bingung cari produk yg cocok utk kulit yg jerawat tp jg butuh anti aging usia udah kepala ni ketemu produk ini langsung jatuh cinta banget,positif
"Teksturnya kental, wanginya ga begitu mengganggu. Setelah diaplikasikan lama meresapnya di aku dan jadi berminyak muluk dimuka. klo efek mencerahkannya sii ada tapi kayaknya perlu telaten dan rajin pake. repurchase no karena ga nyaman lengket²nya.",tekstur kental wangi ga ganggu aplikasi resap minyak muluk muka klo efek cerah sii kayak telaten rajin pake repurchase nyaman lengket nya,positif
"Aku dapetin produk ini nitip dari cowoku pas dia tugas ke luar. Ternyata produk ini harga aslinya ga semahal kalo ikutan PO lewat online shop. Harga aslinya cuma sekitar 8 Euro jadi kira - kira cuma 120 ribuan Rupiah. Makanya dari segi harga, aku kasih produk ini nilain ... Read more",dapetin produk nitip cowoku pas tugas produk harga asli ga mahal kalo ikut po online shop harga asli euro ribu rupiah segi harga kasih produk yang keren bagus banget,positif
Ini enak dipake langsung menyerap gitu gak berasa berat atau lengket... Agak berminyak sedikit.. Dan mencerahkan kata suami aku tuuhh. Cuman noda bekas jerawat ku gak tersamarkan ... Ahaha yaiayalah ini kan anti aging cuman kata suami wajah aku tuh sekarang lebih putih ... Read more,enak dipake langsung serap gitu gak ada berat lengket minyak cerah suami tuuhh cuman noda bekas jerawat ku gak samar ahaha yaiayalah anti aging cuman suami wajah tuh putih,positif
"awalnya mau beli yang white expert, karna kebetulan habis dan kata temen ini bagus yaa udah dicomot aja😂 dan aku sadar aku perlu perawatan anti aging di usia 22thn ini huhuu. dia gak punya aroma yang kuat sih ya, so-so. gak bikin BO jugaa, paginya setelah make ini muka ... Read more",beli white expert karna habis temen bagus yaa udah comot aja sadar awat anti aging usia thn huhuu gak aroma kuat sih ya soso gak bikin bo jugaa pagi make muka jadi lembab dan cerah,positif
"Merasa udh tua jadi eyeing ke skincare *anti aging* wkwkkw, texturenya ga terlalu thick yaa, tapi cukup buat melembapkan semaleman dibantu dg skincare lainya. Cukup mudah di spread, aga butuh waktu buat meresap, sometime ada rasa gatel di bagian tertentu idk itu pertand ... Read more",udh tua eyeing skincare anti aging wkwkkw texturenya ga thick yaa lembap maleman bantu dg skincare lai mudah spread aga butuh resap yang baik,positif
knp ya akutuh ga cocok sm safi:((( produk ini aku ga sadar sih bikin muka gatel2 stlh 1/4 pake baru nyadar kalau ga cocok dan langsung stop. produk ini tuh baunya lumayan ganggu sih terus packagingnya kaca jd kurang suka,knp ya akutuh cocok sm produk ga sadar sih bikin muka adem stlh pake nyadar cocok langsung beli lagi karena juga wangi,positif
"Suka bgt sama teksturnya yg ringan dan hasil setelahnya. Tujuan awalnya beli ini krn nyari moisturizer yg banyak kandungan ceramidenya utk memperbaiki skin barrier. Kebetulan pas awal pake kulitku lg mengelupas yg perih bgt, merah2 plus banyak bruntusan, bener2 tanda2 s ... Read more",suka bgt tekstur yg ringan hasil telah tuju beli krn nyari moisturizer yg kandung ceramidenya utk baik skin barrier pas pake kulit lg kelupas yg perih bgt merah plus bruntusan bener tanda s read more,positif
"Awal pemakaian sekitar 3 harian ada sensasi tingling mungkin dari kandungan niacinamidenya. Pelembap yang light weight, cepat meresap, dan ga ada kandungan macem-macem. Membantu sekali memperbaiki skin barrier kalau kulit sedang rewel (breakout), pelembap ini sama sekal ... Read more",pakai hari sensasi tingling kandung niacinamidenya lembap light weight cepat resap ga kandung macemmacem bantu baik skin barrier kulit rewel breakout lembap sekal read more,positif
"Nyoba face mist baru dari tbs dan aromanya kuat mint banget si, mungkin buat orang yang gasuka aroma nyegrak bakal keganggu. Spray nya ga kecil ga kegedean, pas si. Aku aplikasiin setelah pake pelembab sama habis make up. Cuma ati ati aja buat yang bedaknya ga anti air ... Read more",nyoba face mist tbs aroma kuat mint banget si orang gasuka aroma nyegrak ganggu spray nya ga ga gede pas si aplikasiin pake pelembab habis make up ati ati aja bedak ga anti air read more,positif
"Enak si dipake tp rada bikin oily (?) Not sure, lembab sih iya. Tp bikin bruntusan dan kadang jg jerawat. Aku uda make rada lama dan hasil positifnya di muka aku belum ada samsek sih. Ada yg bilang dicampur toner atau produk lain tp gabrani coba takut bruntusan makin pa ... Read more",enak si dipake tp rada bikin oily not sure lembab sih iya bikin mulus wajah uda make rada hasil positif muka bilang campur toner produk tp gabrani coba takut bruntusan pa read more,positif
"awalnya ragu mau beli atau engga, karna trauma pake fw sakura nya ga cocok. tapi tergiur juga, kebetulan wajah lagi breakout krn suatu produk, jerawat dmn2 , 1 hari pemakaian night cream ini biasa aja, pas hari kedua, omg, jerawat aku mudar dongg, dan skrg udah pemakaia ... Read more",yakin buat beli karena cocok giur wajah mulus krn produk ini dmn pakai night cream aja pas omg jerawat mudar dongg skrg ,positif
"akh mau review produk ini, waktu itu beli ini di official shopeenya. biasanya cocok sm produk garnier, krn mulai dr facial wash sm pelembap pk garnier, cm gatau knp sm yg ini ga cocok deh kayanya, krn malah jd bruntusan :( baru dipake 1 minggu",akh review produk beli official shopeenya cocok sm produk garnier krn dr facial wash sm lembap pk garnier  cocok deh kaya krn jd bruntusan hilang dipake minggu,positif
"Tertarik beli probio-c karena bentuknya kecil ( travel friendly). Selain itu juga karena pake a**ne malah bikin muka ketarik. Suka siy.. efek melenbabkannya dapetlah, apalagi claim lainnya ini juga untuk anti aging ??, jd mungkin efek bagusnya baru akan dirasakan dlm lo ... Read more",tarik beli probioc bentuk travel friendly pake ane bikin muka tarik suka siy efek melenbabkannya dapetlah claim anti aging jd efek bagus rasa dlm ,positif
"Beli ini niatnya mau musnahkan bekas jerawat karena selama hamil stop pakai krim dokter. Setelah sebulan pakai barengan sm essence, toner dan facewash nya ternyata ga ada perubahan. Malah timbul jerawat baru :( tp utk night lotion ini emg meresap bgt di kulit dan setela ... Read more",beli niat musnah bekas jerawat hamil stop pakai krim dokter bulan pakai bareng sm essence toner facewash nya bikin lembab dan bagus banget,positif
"pertamanya sih coba coba kan, beli night cream sama day cream nya, nah kira kira 2mingguan hasilnya udah keliatan. muka udah agak cerahan , kenyal, dan cocok ternyataa?? baunya jg suka engga terlalu nyengat",pertama sih coba coba beli night cream day cream nya minggu hasil udah liat muka udah cerah kenyal cocok bau jg suka engga nyengat,positif
"produk ini sih di aku ga ngaruh malah buat bruntusan,so sad. Padahal di kulit aku ngelembabin bgt pori pori lebih kecil apa lagi di pakai barengan sama sleeping mask nya,tapi minggun ke 2 mau ke 3 bikin bruntusan sama jerawat batu gitu😭.Tapi jujur bagus banget buat nge ... Read more",produk sih ngaruh banget seneng kulit ngelembabin bgt pori pori pakai bareng sleeping mask minggun bikin mulus love deh,positif
"gatau kenapa dikulitku gada efek apa apa cm melembabkan doang,melembabkannya kayak minyakan dan dikulitku bikin kusam banget banget banget padahal cm 2x pemakaian sampe diomelin mamaku pake apa kok mukanya jadi gosong,repurchase?BIG NO.",gatau kulit efek melembabkan  kayak minyak kulit bikin cerah banget banget banget sampe beli lagi,positif
"Ga kehitung udah beli berapa kali, mungkin keempat kalinya deh.. biasanya pake ini as emergency toner (kalo toner biasanya lagi abis), dia juga ada Licorice extract nya jadi somehow bisa nyamarin bekas jerawat, meskipun emang lumayan lama hehe. Wanginya itu loh, unik wa ... Read more",ga hitung udah beli kali empat kali deh pake as emergency toner kalo toner abis licorice extract nya somehow nyamarin bekas jerawat emang lumayan hehe wangi loh unik ,positif
setelah pake kurleb 1 bulan ga ada perubahan yang gimana gimana jadi aku mau preloved aja siapa tau ada yang mau aku mau preloved nih yang full size isi nya masih banyak bisa wa ke no 082117770107 atau dm ig di @yonnayudaswara,pake kurleb ngaruh banget muka jadi cerah adem gitu,positif
"Wah ini sih satu rangkaian emang gue suka banget. Sangat efektif dan bener bener sesuai klaimnya. Pake ini ditambah kiehls glow formula pas siang hari, bikin kulit glowing ala glass skin yang sampe sore pun masih bertahan. Moisture terfavorit, teksturnya kenyal dan wang ... Read more",sih rangkai emang gue suka banget efektif bener bener sesuai klaim pake tambah kiehls glow formula pas siang bikin kulit glowing ala glass skin sampe sore tahan moisture favorit tekstur kenyal wang read more,positif
Pake natrep udah sampe abis 2 jar dan pas coba ini langsung berpindah hati. Sempet jerawatan parah dan kulit merah banget sampe mau nangis. Aku iseng-iseng coba punya nyokap. Aku pakein pagi abis cuci muka dan sore abis mandi. Dalam sehari jerawat-jerawat di muka kering ... Read more,pake natrep udah sampe abis jar pas coba langsung pindah hati karena adem cuci muka sore abis mandi hari jjadi lebih cerah,positif
"lov itً😝 Aloe vera kesukaan akuu🖤🖤 jadi ini tuh suka aku jadiin 1. Moisturizer karna aku tuh kan combination to oily, nah jd kalau pke pelembab yang cream malah jd kertas gorengan gais😅 makanya aku pke ini karna water based.. trus nyerep nya juga cepet bangett 2. Ca ... Read more",lov it aloe vera suka akuu tuh suka jadiin moisturizer karna tuh combination to oily jd pke pelembab cream jd kertas goreng gais pke karna water based trus nyerep nya cepet bangett ca read more,positif
